University,Faculty,Department,"Title, Name and Surname"
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Emel Kayin
Dokuz Eylul Universitesi,Fen Fakultesi,Bilgisayar Bilimleri Bolumu,Profesor Emel Kuruoglu Kandemir
Dokuz Eylul Universitesi,Saglik Hizmetleri Meslek Yuksekokulu,Tibbi Hizmetler Ve Teknikler Bolumu,Profesor Emin Evren Ozcan
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Emine Burcin Tuna
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Emine Ipek Ozbek
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Emine Ozlem Senocak
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Emine Pinar Tuncel
Dokuz Eylul Universitesi,Isletme Fakultesi,Iktisat Bolumu,Profesor Emine Sedef Akgungor
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Emine Yesim Zoral
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Emrah Yalcin Ersoy
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Emrullah Riza Cetingoz
Dokuz Eylul Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Profesor Ender Dincer
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Engin Akdeniz
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Engin Ozgul
Dokuz Eylul Universitesi,Izmir Meslek Yuksekokulu,Buro Hizmetleri Ve Sekreterlik Bolumu,Profesor Engin Deniz Eris
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Enis Alpin Guneri
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Bilgisayar Ve Ogretim Teknolojileri Egitimi Bolumu,Profesor Ercan Akpinar
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ercan Ozer
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Ercan Uyanik
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Erdal Aslan
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erdem Ozkara
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erdem Yaka
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Erdem Erinc Silistreli
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Ergun Lafli
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Erhan Aydin
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Erhan Demireli
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erkan Derebek
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Erkan Goksu
Dokuz Eylul Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Profesor Erkan Karadas
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erkan Yilmaz
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Maden Muhendisligi Bolumu,Profesor Erol Kaya
Dokuz Eylul Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Erol Vatansever
Dokuz Eylul Universitesi,Fen Fakultesi,Istatistik Bolumu,Profesor Esin Firuzan
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Bilimleri Anabilim Dali,Profesor Esin Suzer
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Esra Bukova Guzel
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Ester Eti Akyuz Levi
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Ethem Duygulu
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Evren Meltem Toygar
Dokuz Eylul Universitesi,Isletme Fakultesi,Iktisat Bolumu,Profesor Evrim Turgutlu
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Eyup Akpinar
Dokuz Eylul Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Ezgi Karadag
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Fahriye Hilal Halicioglu
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Faika Gulce Hakguder
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Calisma Ekonomisi Ve Endustri Iliskileri Bolumu,Profesor Faruk Sapancali
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Fatih Kahraman
Dokuz Eylul Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Fatih Toktas
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Fatma Tektufekci
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Translasyonel Onkoloji Anabilim Dali,Profesor Fatma Duygu Ozel Demiralp
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Fatma Ebru Ikiz
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Fatma Feryal Cubukcu
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Fatma Selda Oz Soysal
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Bilimleri Anabilim Dali,Profesor Ferah Kocak
Dokuz Eylul Universitesi,Izmir Devlet Konservatuvari,Sahne Sanatlari Bolumu,Profesor Ferda Konya D'ovidio
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Ferhat Hacialibeyoglu
Dokuz Eylul Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Ferhat Matur
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Muzikoloji Bolumu,Profesor Feridun Ozis
Dokuz Eylul Universitesi,Necat Hepkon Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Profesor Fethi Arslan
Dokuz Eylul Universitesi,Ataturk Ilkeleri Ve Inkilap Tarihi Enstitusu,Ataturk Ilkeleri Ve Inkilap Tarihi Anabilim Dali,Profesor Fevzi Cakmak
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Figen Coskun
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fikret Maltepe
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Geleneksel Turk Sanatlari Bolumu,Profesor Filiz Adiguzel
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Grafik Sanatlar Bolumu,Profesor Fuat Akdenizli
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Funda Akgun
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Funda Aksu
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Funda Barlik
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Funda Erdogan
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gamze Capa Kaya
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Gamze Sezgin Selcuk
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Endustri Muhendisligi Bolumu,Profesor Gokalp Yildiz
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Gokcecicek Savasir
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Teknolojisi Anabilim Dali,Profesor Gokdeniz Neser
Dokuz Eylul Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Gokhan Bilhan
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Gokhan Dalkilic
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Gokhan Erkan
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Jeofizik Muhendisligi Bolumu,Profesor Gokhan Gokturkler
Dokuz Eylul Universitesi,Isletme Fakultesi,Isletme Bolumu,Profesor Gokhan Karagonlar
Dokuz Eylul Universitesi,Izmir Uluslararasi BiyoTip Ve Genom Enstitusu,Genom Bilimleri Ve Molekuler Biyoteknoloji Anabilim Dali,Profesor Gokhan Karakulah
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Kamu Yonetimi Bolumu,Profesor Gokhan Tenikler
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Goktug Cenk Akkaya
Dokuz Eylul Universitesi,Izmir Meslek Yuksekokulu,Muhasebe Ve Vergi Bolumu,Profesor Gonul Alkan
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Gonul Sagiroglu
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Profesor Gorkem Akinci
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gorsev Yener
Dokuz Eylul Universitesi,Fen Fakultesi,Istatistik Bolumu,Profesor Guckan Yapar
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Gul Arikan
Dokuz Eylul Universitesi,Denizcilik Fakultesi,Lojistik Yonetimi Bolumu,Profesor Gul Denktas Sakar
Dokuz Eylul Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Gul Gulpinar
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Geleneksel Turk Sanatlari Bolumu,Profesor Gul Guney Zincir
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Gul Unal Coban
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Gul Deniz Dokgoz
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Gul Huray Islekel
Dokuz Eylul Universitesi,Isletme Fakultesi,Siyaset Bilimi Ve Uluslararasi Iliskiler Bolumu,Profesor Gul Mehpare Kurtoglu Eskisar
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Psikoloji Bolumu,Profesor Gulay Dirik
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Gulay Onusluel Gul
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Gulay Tohumoglu
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gulden Akdal Halmagyi
Dokuz Eylul Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Gulendam Karadag
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Guler Tozkoparan
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Gulgun Oktay
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Rus Dili Ve Edebiyati Bolumu,Profesor Gulmira Kuruoglu
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Mutercim Ve Tercumanlik Bolumu,Profesor Gulperi Sert
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Gulseren Karabay
Dokuz Eylul Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Gulsiye Ozturk
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Gulsah Atagan
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Gultekin Tarcan
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Gulten Sendur
Dokuz Eylul Universitesi,Isletme Fakultesi,Uluslararasi Ticaret Ve Isletmecilik Bolumu,Profesor Guluzar Kurt Gumus
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Teknolojisi Anabilim Dali,Profesor Gunay Cifci
Dokuz Eylul Universitesi,Saglik Hizmetleri Meslek Yuksekokulu,Tibbi Hizmetler Ve Teknikler Bolumu,Profesor Gunay Kirkim
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Guner Hayri Ozsan
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Maden Muhendisligi Bolumu,Profesor Gurcan Konak
Dokuz Eylul Universitesi,Isletme Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Gurhan Aktas
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Guven Aslan
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Bilimleri Anabilim Dali,Profesor Guzel Yucel Gier
Dokuz Eylul Universitesi,Isletme Fakultesi,Isletme Bolumu,Profesor Guzin Ozdagoglu
Dokuz Eylul Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Profesor Haci Can
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Grafik Sanatlar Bolumu,Profesor Haci Yakup Oztuna
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Hakan Ay
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Karsilastirmali Edebiyat Bolumu,Profesor Hakan Corekcioglu
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Hakan Kahyaoglu
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Calisma Ekonomisi Ve Endustri Iliskileri Bolumu,Profesor Hakan Keser
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Hakki Uyar
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Hakki Ogun Sercan
Dokuz Eylul Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Hakki Sah Yasdiman
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hale Oren
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Hale Sucuoglu
Dokuz Eylul Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Halil Oruc
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Seramik Ve Cam Bolumu,Profesor Halil Yoleri
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Halit Yazici
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Haluk Egeli
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Hamit Selim Karabekir
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Handan Guleryuz Ucar
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Hasan Cukur
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Hasan Hepaguslar
Dokuz Eylul Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Hasan Karabiyik
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Hasan Ozturk
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Endustri Muhendisligi Bolumu,Profesor Hasan Selim
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Hasan Sozbilir
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hasan Can Cimilli
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Hasan Murat Tanarslan
Dokuz Eylul Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Hatice Mert
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hatice Simsek Keskin
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Hatice Irem Comoglu
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hatice Mirac Binnaz Demirkan
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Hatice Nur Olgun
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Calisma Ekonomisi Ve Endustri Iliskileri Bolumu,Profesor Hatice Sebnem Secer
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Hatice Zekavet Kabasakal
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Hayal Ayca Simsek
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Hayat Zengin Celik
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Maden Muhendisligi Bolumu,Profesor Hayati Yenice
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Hikmet Gokmen
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Hikmet Huseyin Catal
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Temel Onkoloji Anabilim Dali,Profesor Hilal Kocdor
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Hilmi Yuksel
Dokuz Eylul Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Himmet Konur
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Hulagu Kaptan
Dokuz Eylul Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Hulya Ayar Kayali
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Profesor Hulya Boyacioglu
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Prevantif Onkoloji Anabilim Dali,Profesor Hulya Ellidokuz
Dokuz Eylul Universitesi,Turizm Fakultesi,Gastronomi Ve Mutfak Sanatlari Bolumu,Profesor Hulya Kurgun
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Humeyra Birol
Dokuz Eylul Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Huseyin Esen
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Huseyin Avni Egeli
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Huseyin Burak Baykara
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Huseyin Hudai Catalyurek
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Huseyin Sener Barut
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Husnu Alper Bagriyanik
Dokuz Eylul Universitesi,Guzel Sanatlar Fakultesi,Fotograf Bolumu,Profesor Isik Sezer
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Isikhan Ugurel
Dokuz Eylul Universitesi,Isletme Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Isil Ozgen
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Kamu Yonetimi Bolumu,Profesor Ibrahim Arap
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Ibrahim Kaya
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ibrahim Oztura
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ibrahim Emre Bora
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Kamu Yonetimi Bolumu,Profesor Ibrahim Guray Yontar
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ibrahim Mehmet Ali Oktem
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Ibrahim Serkan Misir
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Bilimleri Anabilim Dali,Profesor Idil Pazi
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Idris Sahin
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ihsan Sukru Sengun
Dokuz Eylul Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Profesor Ikbal Sibel Safi
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Profesor Ilgi Karapinar
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ilhan Celebi
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Ilhan Oztop
Dokuz Eylul Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ilkay Aksu
Dokuz Eylul Universitesi,Turizm Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Ilkay Tas Gursoy
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Guzel Sanatlar Egitimi Bolumu,Profesor Ilkay Ebru Tuncer
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Ilkay Tugba Unek
Dokuz Eylul Universitesi,Torbali Meslek Yuksekokulu,Malzeme Ve Malzeme Isleme Teknolojileri Bolumu,Profesor Ilker Ozkan
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ilknur Gorken
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Ilknur Turkseven Dogrusoy
Dokuz Eylul Universitesi,Uygulamali Bilimler Yuksekokulu,Uluslararasi Ticaret Bolumu,Profesor Ilyas Sozen
Dokuz Eylul Universitesi,Onkoloji Enstitusu,Klinik Onloloji Anabilim Dali,Profesor Inci Alacacioglu
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Psikoloji Bolumu,Profesor Inci Boyacioglu Bal
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Ekonometri Bolumu,Profesor Ipek Deveci Kocakoc
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Irfan Yurdabakan
Dokuz Eylul Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Isa Gokler
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Ismail Mazgit
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ismail Sari
Dokuz Eylul Universitesi,Denizcilik Fakultesi,Denizcilik Isletmeleri Yonetimi Bolumu,Profesor Ismail Bilge Cetin
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ismail Ozgur Can
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ismet Durak
Dokuz Eylul Universitesi,Izmir Devlet Konservatuvari,Muzik Bolumu,Profesor Julide Gunduz
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Profesor Kaan Yaralioglu
Dokuz Eylul Universitesi,Deniz Bilimleri Ve Teknolojisi Enstitusu,Deniz Teknolojisi Anabilim Dali,Profesor Kadri Turgut Gursel
Dokuz Eylul Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Kadriye Ertekin
Dokuz Eylul Universitesi,Edebiyat Fakultesi,Dilbilimi Bolumu,Profesor Kamil Iseri
Dokuz Eylul Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Kamil Tugen
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Kamile Tosun Felekoglu
Dokuz Eylul Universitesi,Ataturk Ilkeleri Ve Inkilap Tarihi Enstitusu,Ataturk Ilkeleri Ve Inkilap Tarihi Anabilim Dali,Profesor Kemal Ari
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Ozel Egitim Bolumu,Profesor Kemal Yurumezoglu
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Kemal Can Tertemiz
Dokuz Eylul Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Kemal Mert Cubukcu
Dokuz Eylul Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Kerem Canli
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Maden Muhendisligi Bolumu,Profesor Kerim Kucuk
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Koray Atila
Dokuz Eylul Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Profesor Koray Dogan
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Korcan Demir
Dokuz Eylul Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Koksal Alptekin
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Kuthan Kahramanturk
Dokuz Eylul Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Kutsal Yorukoglu
Dokuz Eylul Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Levent Cavas
Dokuz Eylul Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Levent Malgaca
Dokuz Eylul Universitesi,Buca Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Leyla Harputlu
